id_rh,Nombre_rh,Area_Km2,PrecipitacionNormal,EscurrimientoNaturalMedioSuperficial,ImportacionesExportacionesOtrosPaises,EscurrimientoNaturalMedioSuperficialTotal,No_Cuencas,anio
1,B.C. Noroeste,28492,209.000000000000,352.675777680980,,352.675777680980,16,2019
2,B.C. Centro-Oeste,44314,116.000000000000,243.056706876721,,243.056706876721,16,2019
3,B.C. Suroeste,29722,200.000000000000,356.070204710457,,356.070204710457,15,2019
4,B.C. Noreste,14418,151.000000000000,122.271235789017,,122.271235789017,8,2019
5,B.C. Centro-Este,13626,132.000000000000,95.201549464598,,95.201549464598,15,2019
6,B.C. Sureste,11558,291.000000000000,185.736699908789,,185.736699908789,14,2019
7,Río Colorado,6911,98.000000000000,71.754718280882,1850,1921.954718280880,4,2019
8,Sonora Norte,61429,297.000000000000,180.305470615999,,180.305470615999,9,2019
9,Sonora Sur,139370,483.000000000000,4828.254875439570,,4828.254875439570,16,2019
10,Sinaloa,103483,747.000000000000,14695.809607195300,,14695.809607195300,30,2019
11,Presidio-San Pedro,51717,819.000000000000,8840.843036876930,,8840.843036876930,26,2019
12,Lerma-Santiago,132916,717.000000000000,13061.619196414000,,13061.619196414000,58,2019
13,Río Huicicila,5225,1400.000000000000,1266.021390500710,,1266.021390500710,6,2019
14,Río Ameca,12255,1063.000000000000,2230.620103723190,,2230.620103723190,9,2019
15,Costa de Jalisco,12967,1144.000000000000,3590.705877932620,,3590.705877932620,11,2019
16,Armería-Coahuayana,17628,866.000000000000,3479.659956695150,,3479.659956695150,10,2019
17,Costa de Michoacán,9205,944.000000000000,1612.063720784750,,1612.063720784750,6,2019
18,Balsas,118268,947.000000000000,16797.684979408400,,16797.684979408400,15,2019
19,Costa Grande de Guerrero,12132,1215.000000000000,5171.322623458000,,5171.322623458000,28,2019
20,Costa Chica de Guerrero,39936,1282.000000000000,18259.650665828600,,18259.650665828600,32,2019
21,Costa de Oaxaca,10514,951.000000000000,2894.434174830540,,2894.434174830540,19,2019
22,Tehuantepec,16363,884.000000000000,2574.764319265510,,2574.764319265510,15,2019
23,Costa de Chiapas,12293,2220.000000000000,12551.013724752800,1586,14137.013724752800,25,2019
24,Bravo-Conchos,229740,399.000000000000,5671.814892257040,-432,5239.814892257040,37,2019
25,San Fernando-Soto la Marina,54961,703.000000000000,4713.170891374940,,4713.170891374940,45,2019
26,Pánuco,96989,855.000000000000,20223.563594979100,,20223.563594979100,77,2019
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.000000000000,14377.947901494900,,14377.947901494900,12,2019
28,Papaloapan,57355,1440.000000000000,47393.898346327700,,47393.898346327700,18,2019
29,Coatzacoalcos,30217,2211.000000000000,34707.707687956200,,34707.707687956200,15,2019
30,Grijalva-Usumacinta,102465,1703.000000000000,61881.044713262900,44080,105961.244713263000,83,2019
31,Yucatán Oeste,25443,1175.000000000000,755.928545869693,,755.928545869693,7,2019
32,Yucatán Norte,58135,1143.000000000000,21.529162414410,,21.529162414410,2,2019
33,Yucatán Este,38308,1210.000000000000,1077.813020265970,864,1942.213020265970,6,2019
34,Cuencas Cerradas del Norte,90829,298.000000000000,1254.949816855850,,1254.949816855850,22,2019
35,Mapimí,62639,292.000000000000,580.542787084823,,580.542787084823,6,2019
36,Nazas-Aguanaval,93032,393.000000000000,2101.291682346600,,2101.291682346600,16,2019
37,El Salado,87801,393.000000000000,2869.010551222990,,2869.010551222990,8,2019
1,B.C. Noroeste,28492,208.980000000000,352.675777680980,,352.675777680980,16,2018
2,B.C. Centro-Oeste,44314,116.440000000000,243.056706876721,,243.056706876721,16,2018
3,B.C. Suroeste,29722,200.130000000000,356.070204710457,,356.070204710457,15,2018
4,B.C. Noreste,14418,150.630000000000,122.271235789017,,122.271235789017,8,2018
5,B.C. Centro-Este,13626,131.820000000000,95.201549464598,,95.201549464598,15,2018
6,B.C. Sureste,11558,290.660000000000,185.736699908789,,185.736699908789,14,2018
7,Río Colorado,6911,98.390000000000,71.754718280882,1850,1921.954718280880,4,2018
8,Sonora Norte,61429,297.050000000000,180.305470615999,,180.305470615999,9,2018
9,Sonora Sur,139370,482.690000000000,4828.254875439570,,4828.254875439570,16,2018
10,Sinaloa,103483,747.420000000000,14695.809607195300,,14695.809607195300,30,2018
11,Presidio-San Pedro,51717,819.020000000000,8840.843036876930,,8840.843036876930,26,2018
12,Lerma-Santiago,132916,717.120000000000,13061.619196414000,,13061.619196414000,58,2018
13,Río Huicicila,5225,1399.550000000000,1266.021390500710,,1266.021390500710,6,2018
14,Río Ameca,12255,1062.510000000000,2230.620103723190,,2230.620103723190,9,2018
15,Costa de Jalisco,12967,1143.540000000000,3590.705877932620,,3590.705877932620,11,2018
16,Armería-Coahuayana,17628,865.590000000000,3479.659956695150,,3479.659956695150,10,2018
17,Costa de Michoacán,9205,943.780000000000,1612.063720784750,,1612.063720784750,6,2018
18,Balsas,118268,947.020000000000,16797.684979408400,,16797.684979408400,15,2018
19,Costa Grande de Guerrero,12132,1214.640000000000,5171.322623458000,,5171.322623458000,28,2018
20,Costa Chica de Guerrero,39936,1281.770000000000,18259.650665828600,,18259.650665828600,32,2018
21,Costa de Oaxaca,10514,950.520000000000,2894.434174830540,,2894.434174830540,19,2018
22,Tehuantepec,16363,883.750000000000,2574.764319265510,,2574.764319265510,15,2018
23,Costa de Chiapas,12293,2220.310000000000,12551.013724752800,1586,14137.013724752800,25,2018
24,Bravo-Conchos,229740,399.330000000000,5671.814892257040,-432,5239.814892257040,37,2018
25,San Fernando-Soto la Marina,54961,702.570000000000,4713.170891374940,,4713.170891374940,45,2018
26,Pánuco,96989,854.870000000000,20223.563594979100,,20223.563594979100,77,2018
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.320000000000,14377.947901494900,,14377.947901494900,12,2018
28,Papaloapan,57355,1440.170000000000,47393.898346327700,,47393.898346327700,18,2018
29,Coatzacoalcos,30217,2211.230000000000,34707.707687956200,,34707.707687956200,15,2018
30,Grijalva-Usumacinta,102465,1703.110000000000,61881.044713262900,44080,105961.244713263000,83,2018
31,Yucatán Oeste,25443,1175.220000000000,755.928545869693,,755.928545869693,7,2018
32,Yucatán Norte,58135,1143.120000000000,21.529162414410,,21.529162414410,2,2018
33,Yucatán Este,38308,1210.340000000000,1077.813020265970,864,1942.213020265970,6,2018
34,Cuencas Cerradas del Norte,90829,298.380000000000,1254.949816855850,,1254.949816855850,22,2018
35,Mapimí,62639,291.760000000000,580.542787084823,,580.542787084823,6,2018
36,Nazas-Aguanaval,93032,393.100000000000,2101.291682346600,,2101.291682346600,16,2018
37,El Salado,87801,392.580000000000,2869.010551222990,,2869.010551222990,8,2018
1,B.C. Noroeste,28492,209.000000000000,352.675777680980,,352.675777680980,16,2017
2,B.C. Centro-Oeste,44314,116.000000000000,243.056706876721,,243.056706876721,16,2017
3,B.C. Suroeste,29722,200.000000000000,356.070204710457,,356.070204710457,15,2017
4,B.C. Noreste,14418,151.000000000000,122.271235789017,,122.271235789017,8,2017
5,B.C. Centro-Este,13626,132.000000000000,95.201549464597,,95.201549464597,15,2017
6,B.C. Sureste,11558,291.000000000000,185.736699908789,,185.736699908789,14,2017
7,Río Colorado,6911,98.000000000000,71.754718280881,1850,1921.954718280880,4,2017
8,Sonora Norte,61429,297.000000000000,180.305470615999,,180.305470615999,9,2017
9,Sonora Sur,139370,483.000000000000,4828.254875439570,,4828.254875439570,16,2017
10,Sinaloa,103483,747.000000000000,14695.809607195300,,14695.809607195300,30,2017
11,Presidio-San Pedro,51717,819.000000000000,8840.843036876930,,8840.843036876930,26,2017
12,Lerma-Santiago,132916,717.000000000000,13061.619196414000,,13061.619196414000,58,2017
13,Río Huicicila,5225,1400.000000000000,1266.021390500710,,1266.021390500710,6,2017
14,Río Ameca,12255,1063.000000000000,2230.620103723190,,2230.620103723190,9,2017
15,Costa de Jalisco,12967,1144.000000000000,3590.705877932620,,3590.705877932620,11,2017
16,Armería-Coahuayana,17628,866.000000000000,3479.659956695150,,3479.659956695150,10,2017
17,Costa de Michoacán,9205,944.000000000000,1612.063720784750,,1612.063720784750,6,2017
18,Balsas,118268,947.000000000000,16797.684979408400,,16797.684979408400,15,2017
19,Costa Grande de Guerrero,12132,1215.000000000000,5171.322623458000,,5171.322623458000,28,2017
20,Costa Chica de Guerrero,39936,1282.000000000000,18259.650665828600,,18259.650665828600,32,2017
21,Costa de Oaxaca,10514,951.000000000000,2894.434174830540,,2894.434174830540,19,2017
22,Tehuantepec,16363,884.000000000000,2574.764319265510,,2574.764319265510,15,2017
23,Costa de Chiapas,12293,2220.000000000000,12551.013724752800,1586,14137.013724752800,25,2017
24,Bravo-Conchos,229740,399.000000000000,5671.814892257040,-432,5239.814892257040,37,2017
25,San Fernando-Soto la Marina,54961,703.000000000000,4713.170891374940,,4713.170891374940,45,2017
26,Pánuco,96989,855.000000000000,20223.563594979100,,20223.563594979100,77,2017
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.000000000000,14377.947901494900,,14377.947901494900,12,2017
28,Papaloapan,57355,1440.000000000000,47393.898346327700,,47393.898346327700,18,2017
29,Coatzacoalcos,30217,2211.000000000000,34707.707687956200,,34707.707687956200,15,2017
30,Grijalva-Usumacinta,102465,1703.000000000000,61881.044713262900,44080,105961.244713263000,83,2017
31,Yucatán Oeste,25443,1175.000000000000,755.928545869693,,755.928545869693,7,2017
32,Yucatán Norte,58135,1143.000000000000,21.529162414409,,21.529162414409,2,2017
33,Yucatán Este,38308,1210.000000000000,1077.813020265970,864,1942.213020265970,6,2017
34,Cuencas Cerradas del Norte,90829,298.000000000000,1254.949816855850,,1254.949816855850,22,2017
35,Mapimí,62639,292.000000000000,580.542787084824,,580.542787084824,6,2017
36,Nazas-Aguanaval,93032,393.000000000000,2101.291682346600,,2101.291682346600,16,2017
37,El Salado,87801,393.000000000000,2869.010551222990,,2869.010551222990,8,2017
1,B.C. Noroeste,28492,209.000000000000,352.675777680980,,352.675777680980,16,2016
2,B.C. Centro-Oeste,44314,116.000000000000,243.056706876721,,243.056706876721,16,2016
3,B.C. Suroeste,29722,200.000000000000,356.070204710457,,356.070204710457,15,2016
4,B.C. Noreste,14418,151.000000000000,122.271235789017,,122.271235789017,8,2016
5,B.C. Centro-Este,13626,132.000000000000,95.201549464597,,95.201549464597,15,2016
6,B.C. Sureste,11558,291.000000000000,185.736699908789,,185.736699908789,14,2016
7,Río Colorado,6911,98.000000000000,71.754718280881,1850,1921.954718280880,4,2016
8,Sonora Norte,61429,297.000000000000,180.305470615999,,180.305470615999,9,2016
9,Sonora Sur,139370,483.000000000000,4828.254875439570,,4828.254875439570,16,2016
10,Sinaloa,103483,747.000000000000,14695.809607195300,,14695.809607195300,30,2016
11,Presidio-San Pedro,51717,819.000000000000,8840.843036876930,,8840.843036876930,26,2016
12,Lerma-Santiago,132916,717.000000000000,13061.619196414000,,13061.619196414000,58,2016
13,Río Huicicila,5225,1400.000000000000,1266.021390500710,,1266.021390500710,6,2016
14,Río Ameca,12255,1063.000000000000,2230.620103723190,,2230.620103723190,9,2016
15,Costa de Jalisco,12967,1144.000000000000,3590.705877932620,,3590.705877932620,11,2016
16,Armería-Coahuayana,17628,866.000000000000,3479.659956695150,,3479.659956695150,10,2016
17,Costa de Michoacán,9205,944.000000000000,1612.063720784750,,1612.063720784750,6,2016
18,Balsas,118268,947.000000000000,16797.684979408400,,16797.684979408400,15,2016
19,Costa Grande de Guerrero,12132,1215.000000000000,5171.322623458000,,5171.322623458000,28,2016
20,Costa Chica de Guerrero,39936,1282.000000000000,18259.650665828600,,18259.650665828600,32,2016
21,Costa de Oaxaca,10514,951.000000000000,2894.434174830540,,2894.434174830540,19,2016
22,Tehuantepec,16363,884.000000000000,2574.764319265510,,2574.764319265510,15,2016
23,Costa de Chiapas,12293,2220.000000000000,12551.013724752800,1586,14137.013724752800,25,2016
24,Bravo-Conchos,229740,399.000000000000,5671.814892257040,-432,5239.814892257040,37,2016
25,San Fernando-Soto la Marina,54961,703.000000000000,4713.170891374940,,4713.170891374940,45,2016
26,Pánuco,96989,855.000000000000,20223.563594979100,,20223.563594979100,77,2016
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.000000000000,14377.947901494900,,14377.947901494900,12,2016
28,Papaloapan,57355,1440.000000000000,47393.898346327700,,47393.898346327700,18,2016
29,Coatzacoalcos,30217,2211.000000000000,34707.707687956200,,34707.707687956200,15,2016
30,Grijalva-Usumacinta,102465,1703.000000000000,61881.044713262900,44080,105961.244713263000,83,2016
31,Yucatán Oeste,25443,1175.000000000000,755.928545869693,,755.928545869693,7,2016
32,Yucatán Norte,58135,1143.000000000000,21.529162414409,,21.529162414409,2,2016
33,Yucatán Este,38308,1210.000000000000,1077.813020265970,864,1942.213020265970,6,2016
34,Cuencas Cerradas del Norte,90829,298.000000000000,1254.949816855850,,1254.949816855850,22,2016
35,Mapimí,62639,292.000000000000,580.542787084824,,580.542787084824,6,2016
36,Nazas-Aguanaval,93032,393.000000000000,2101.291682346600,,2101.291682346600,16,2016
37,El Salado,87801,393.000000000000,2869.010551222990,,2869.010551222990,8,2016
1,B.C. Noroeste,28492,208.980000000000,336.700000000000,,336.700000000000,16,2015
2,B.C. Centro-Oeste,44314,116.440000000000,251.000000000000,,251.000000000000,16,2015
3,B.C. Suroeste,29722,200.130000000000,361.600000000000,,361.600000000000,15,2015
4,B.C. Noreste,14418,150.630000000000,121.900000000000,,121.900000000000,8,2015
5,B.C. Centro-Este,13626,131.820000000000,100.900000000000,,100.900000000000,15,2015
6,B.C. Sureste,11558,290.660000000000,199.500000000000,,199.500000000000,14,2015
7,Río Colorado,6911,98.390000000000,77.900000000000,1850,1928.100000000000,4,2015
8,Sonora Norte,61429,297.050000000000,132.200000000000,,132.200000000000,5,2015
9,Sonora Sur,139370,482.690000000000,4934.300000000000,,4934.300000000000,16,2015
10,Sinaloa,103483,747.420000000000,14318.800000000000,,14318.800000000000,23,2015
11,Presidio-San Pedro,51717,819.020000000000,8200.600000000000,,8200.600000000000,23,2015
12,Lerma-Santiago,132916,717.120000000000,13179.700000000000,,13179.700000000000,58,2015
13,Río Huicicila,5225,1399.550000000000,1279.200000000000,,1279.200000000000,6,2015
14,Río Ameca,12255,1062.510000000000,2204.600000000000,,2204.600000000000,9,2015
15,Costa de Jalisco,12967,1143.540000000000,3606.400000000000,,3606.400000000000,11,2015
16,Armería-Coahuayana,17628,865.590000000000,3536.900000000000,,3536.900000000000,10,2015
17,Costa de Michoacán,9205,943.780000000000,1616.600000000000,,1616.600000000000,6,2015
18,Balsas,118268,947.020000000000,16805.300000000000,,16805.300000000000,15,2015
19,Costa Grande de Guerrero,12132,1214.640000000000,5113.400000000000,,5113.400000000000,28,2015
20,Costa Chica de Guerrero,39936,1281.770000000000,18170.300000000000,,18170.300000000000,32,2015
21,Costa de Oaxaca,10514,950.520000000000,2891.900000000000,,2891.900000000000,19,2015
22,Tehuantepec,16363,883.750000000000,2453.100000000000,,2453.100000000000,15,2015
23,Costa de Chiapas,12293,2220.310000000000,12617.300000000000,1586,14203.300000000000,25,2015
24,Bravo-Conchos,229740,399.330000000000,5587.700000000000,-432,5155.700000000000,37,2015
25,San Fernando-Soto la Marina,54961,702.570000000000,4863.700000000000,,4863.700000000000,45,2015
26,Pánuco,96989,854.870000000000,19672.900000000000,,19672.900000000000,77,2015
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.320000000000,14154.800000000000,,14154.800000000000,12,2015
28,Papaloapan,57355,1440.170000000000,48180.900000000000,,48180.900000000000,18,2015
29,Coatzacoalcos,30217,2211.230000000000,34700.200000000000,,34700.200000000000,15,2015
30,Grijalva-Usumacinta,102465,1703.110000000000,59297.400000000000,44080,103377.600000000000,83,2015
31,Yucatán Oeste,25443,1175.220000000000,706.800000000000,,706.800000000000,2,2015
32,Yucatán Norte,58135,1143.120000000000,0.000000000000,,0.000000000000,0,2015
33,Yucatán Este,38308,1210.340000000000,576.100000000000,864,1440.500000000000,1,2015
34,Cuencas Cerradas del Norte,90829,298.380000000000,1260.600000000000,,1260.600000000000,22,2015
35,Mapimí,62639,291.760000000000,568.400000000000,,568.400000000000,6,2015
36,Nazas-Aguanaval,93032,393.100000000000,2084.900000000000,,2084.900000000000,16,2015
37,El Salado,87801,392.580000000000,2876.200000000000,,2876.200000000000,8,2015
1,B.C. Noroeste,28492,208.980000000000,336.700000000000,,336.700000000000,16,2014
2,B.C. Centro-Oeste,44314,116.440000000000,251.000000000000,,251.000000000000,16,2014
3,B.C. Suroeste,29722,200.130000000000,361.600000000000,,361.600000000000,15,2014
4,B.C. Noreste,14418,150.630000000000,121.900000000000,,121.900000000000,8,2014
5,B.C. Centro-Este,13626,131.820000000000,100.900000000000,,100.900000000000,15,2014
6,B.C. Sureste,11558,290.660000000000,199.500000000000,,199.500000000000,14,2014
7,Río Colorado,6911,98.390000000000,77.900000000000,1850,1928.100000000000,4,2014
8,Sonora Norte,61429,297.050000000000,132.200000000000,,132.200000000000,5,2014
9,Sonora Sur,139370,482.690000000000,4934.300000000000,,4934.300000000000,16,2014
10,Sinaloa,103483,747.420000000000,14318.800000000000,,14318.800000000000,23,2014
11,Presidio-San Pedro,51717,819.020000000000,8200.600000000000,,8200.600000000000,23,2014
12,Lerma-Santiago,132916,717.120000000000,13179.700000000000,,13179.700000000000,58,2014
13,Río Huicicila,5225,1399.550000000000,1279.200000000000,,1279.200000000000,6,2014
14,Río Ameca,12255,1062.510000000000,2204.600000000000,,2204.600000000000,9,2014
15,Costa de Jalisco,12967,1143.540000000000,3606.400000000000,,3606.400000000000,11,2014
16,Armería-Coahuayana,17628,865.590000000000,3536.900000000000,,3536.900000000000,10,2014
17,Costa de Michoacán,9205,943.780000000000,1616.600000000000,,1616.600000000000,6,2014
18,Balsas,118268,947.020000000000,16805.300000000000,,16805.300000000000,15,2014
19,Costa Grande de Guerrero,12132,1214.640000000000,5113.400000000000,,5113.400000000000,28,2014
20,Costa Chica de Guerrero,39936,1281.770000000000,18170.300000000000,,18170.300000000000,32,2014
21,Costa de Oaxaca,10514,950.520000000000,2891.900000000000,,2891.900000000000,19,2014
22,Tehuantepec,16363,883.750000000000,2453.100000000000,,2453.100000000000,15,2014
23,Costa de Chiapas,12293,2220.310000000000,12617.300000000000,1586,14203.300000000000,25,2014
24,Bravo-Conchos,229740,399.330000000000,5587.700000000000,-432,5155.700000000000,37,2014
25,San Fernando-Soto la Marina,54961,702.570000000000,4863.700000000000,,4863.700000000000,45,2014
26,Pánuco,96989,854.870000000000,19672.900000000000,,19672.900000000000,77,2014
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.320000000000,14154.800000000000,,14154.800000000000,12,2014
28,Papaloapan,57355,1440.170000000000,48180.900000000000,,48180.900000000000,18,2014
29,Coatzacoalcos,30217,2211.230000000000,34700.200000000000,,34700.200000000000,15,2014
30,Grijalva-Usumacinta,102465,1703.110000000000,59297.400000000000,44080,103377.600000000000,83,2014
31,Yucatán Oeste,25443,1175.220000000000,706.800000000000,,706.800000000000,2,2014
32,Yucatán Norte,58135,1143.120000000000,0.000000000000,,0.000000000000,0,2014
33,Yucatán Este,38308,1210.340000000000,576.100000000000,864,1440.500000000000,1,2014
34,Cuencas Cerradas del Norte,90829,298.380000000000,1260.600000000000,,1260.600000000000,22,2014
35,Mapimí,62639,291.760000000000,568.400000000000,,568.400000000000,6,2014
36,Nazas-Aguanaval,93032,393.100000000000,2084.900000000000,,2084.900000000000,16,2014
37,El Salado,87801,392.580000000000,2876.200000000000,,2876.200000000000,8,2014
1,B.C. Noroeste,28492,208.980000000000,359.000000000000,,359.000000000000,16,2013
2,B.C. Centro-Oeste,44314,116.440000000000,250.960000000000,,250.960000000000,16,2013
3,B.C. Suroeste,29722,200.130000000000,361.560000000000,,361.560000000000,15,2013
4,B.C. Noreste,14418,150.630000000000,121.860000000000,,121.860000000000,8,2013
5,B.C. Centro-Este,13626,131.820000000000,100.930000000000,,100.930000000000,15,2013
6,B.C. Sureste,11558,290.660000000000,218.500000000000,,218.500000000000,14,2013
7,Río Colorado,6911,98.390000000000,77.900000000000,1850,1928.100000000000,4,2013
8,Sonora Norte,61429,297.050000000000,139.000000000000,,139.000000000000,5,2013
9,Sonora Sur,139370,482.690000000000,4934.500000000000,,4934.500000000000,16,2013
10,Sinaloa,103483,747.420000000000,14350.400000000000,,14350.400000000000,23,2013
11,Presidio-San Pedro,51717,819.020000000000,8299.200000000000,,8299.200000000000,23,2013
12,Lerma-Santiago,132916,717.120000000000,13210.800000000000,,13210.800000000000,58,2013
13,Río Huicicila,5225,1399.550000000000,1277.200000000000,,1277.200000000000,6,2013
14,Río Ameca,12255,1062.510000000000,2235.500000000000,,2235.500000000000,9,2013
15,Costa de Jalisco,12967,1143.540000000000,3683.800000000000,,3683.800000000000,11,2013
16,Armería-Coahuayana,17628,865.590000000000,3985.500000000000,,3985.500000000000,10,2013
17,Costa de Michoacán,9205,943.780000000000,1612.400000000000,,1612.400000000000,6,2013
18,Balsas,118268,947.020000000000,17056.500000000000,,17056.500000000000,15,2013
19,Costa Grande de Guerrero,12132,1214.640000000000,6090.700000000000,,6090.700000000000,28,2013
20,Costa Chica de Guerrero,39936,1281.770000000000,18713.600000000000,,18713.600000000000,32,2013
21,Costa de Oaxaca,10514,950.520000000000,3389.200000000000,,3389.200000000000,19,2013
22,Tehuantepec,16363,883.750000000000,2606.200000000000,,2606.200000000000,15,2013
23,Costa de Chiapas,12293,2220.310000000000,12617.300000000000,1586,14203.300000000000,25,2013
24,Bravo-Conchos,229740,399.330000000000,5587.700000000000,-432,5155.700000000000,37,2013
25,San Fernando-Soto la Marina,54961,702.570000000000,4841.680000000000,,4841.680000000000,45,2013
26,Pánuco,96989,854.870000000000,19672.900000000000,,19672.900000000000,77,2013
27,Norte de Veracruz (Tuxpan-Nautla),26592,1422.320000000000,14306.970000000000,,14306.970000000000,12,2013
28,Papaloapan,57355,1440.170000000000,48176.500000000000,,48176.500000000000,18,2013
29,Coatzacoalcos,30217,2211.230000000000,40068.010000000000,,40068.010000000000,15,2013
30,Grijalva-Usumacinta,102465,1703.110000000000,73315.800000000000,44080,117396.000000000000,83,2013
31,Yucatán Oeste,25443,1175.220000000000,706.800000000000,,706.800000000000,2,2013
32,Yucatán Norte,58135,1143.120000000000,0.000000000000,,0.000000000000,0,2013
33,Yucatán Este,38308,1210.340000000000,1108.800000000000,864,1973.200000000000,1,2013
34,Cuencas Cerradas del Norte,90829,298.380000000000,1701.300000000000,,1701.300000000000,22,2013
35,Mapimí,62639,291.760000000000,957.400000000000,,957.400000000000,6,2013
